,city,city_ascii,city_alt,lat,lng,country,iso2,iso3,admin_name,admin_name_ascii,admin_code,admin_type,capital,density,population,population_proper,ranking,timezone,same_name,id
1769880,Chaudfontaine,Chaudfontaine,,50.5833,5.6333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,765.2,20935.0,20935.0,3,Europe/Brussels,False,1056159261
1769881,Eeklo,Eeklo,Eecloo|Eekloo,51.1833,3.55,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,minor,695.2,20890.0,20890.0,3,Europe/Brussels,False,1056979321
1769882,Sint-Katelijne-Waver,Sint-Katelijne-Waver,Wavre-Sainte-Catherine,51.0667,4.5333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,577.8,20870.0,20870.0,3,Europe/Brussels,False,1056641832
1769883,Colfontaine,Colfontaine,,50.4167,3.85,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,1512.7,20762.0,20762.0,3,Europe/Brussels,False,1056047515
1769884,Wuustwezel,Wuustwezel,Wuestwezel,51.3833,4.6,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,231.1,20671.0,20671.0,3,Europe/Brussels,False,1056525110
1769885,Torhout,Torhout,Thourout,51.05,3.1,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,453.9,20530.0,20530.0,3,Europe/Brussels,False,1056225493
1769886,Tielt,Tielt,Thielt,51.0,3.3167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,minor,297.7,20500.0,20500.0,3,Europe/Brussels,False,1056782112
1769887,Blankenberge,Blankenberge,Blankenberghe,51.3,3.1167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,978.5,20349.0,20349.0,3,Europe/Brussels,False,1056155354
1769888,Kortenberg,Kortenberg,Cortenberg,50.8833,4.5333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,570.8,20214.0,20214.0,3,Europe/Brussels,False,1056214918
1769889,Denderleeuw,Denderleeuw,,50.8833,4.0667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,1458.7,20086.0,20086.0,3,Europe/Brussels,False,1056940491
1769890,Boussu,Boussu,Boussu-lez-Mons,50.4333,3.8,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,992.3,19856.0,19856.0,3,Europe/Brussels,False,1056992402
1769891,Sint-Andries,Sint-Andries,Saint-André,51.1972,3.1803,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,959.7,19818.0,19818.0,3,Europe/Brussels,False,1056152263
1769892,Poperinge,Poperinge,Poperinghe,50.85,2.7333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,164.3,19782.0,19782.0,3,Europe/Brussels,False,1056648990
1769893,Assebroek,Assebroek,Assebrouck,51.1964,3.2536,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,2316.5,19737.0,19737.0,2,Europe/Brussels,False,1056722855
1769894,Schilde,Schilde,,51.2333,4.5667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,544.2,19585.0,19585.0,3,Europe/Brussels,False,1056448493
1769895,Eupen,Eupen,,50.6333,6.0333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,188.2,19526.0,19526.0,3,Europe/Brussels,False,1056584006
1769896,Middelkerke,Middelkerke,Middelkerke Bains|Middelkerke-Baden,51.1833,2.8167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,275.3,19371.0,19371.0,3,Europe/Brussels,False,1056231349
1769897,Sint-Gillis-Waas,Sint-Gillis-Waas,Saint-Gillis-Waas|Saint-Gilles-Waes,51.2167,4.1167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,350.5,19273.0,19273.0,3,Europe/Brussels,False,1056149557
1769898,Lebbeke,Lebbeke,,51.0,4.1167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,704.0,19195.0,19195.0,3,Europe/Brussels,False,1056292516
1769899,Ranst,Ranst,,51.2,4.55,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,440.3,19187.0,19187.0,3,Europe/Brussels,False,1056004847
1769900,Meise,Meise,Meysse,50.9333,4.3333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,598.1,19164.0,19164.0,3,Europe/Brussels,False,1056974860
1769901,Essen,Essen,Esschen,51.4667,4.4667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,449.7,19162.0,19162.0,3,Europe/Brussels,False,1056694919
1769902,Diepenbeek,Diepenbeek,,50.9,5.4,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,464.6,19137.0,19137.0,3,Europe/Brussels,False,1056573577
1769903,Wervik,Wervik,Wervicq,50.7833,3.0333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,434.5,19020.0,19020.0,3,Europe/Brussels,False,1056938335
1769904,Morlanwelz-Mariemont,Morlanwelz-Mariemont,Morlanwelz,50.45,4.2333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,945.0,19019.0,19019.0,3,Europe/Brussels,False,1056514399
1769905,Quaregnon,Quaregnon,,50.4333,3.85,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,1913.2,19006.0,19006.0,3,Europe/Brussels,False,1056660273
1769906,Zwijndrecht,Zwijndrecht,Zwyndrecht,51.2167,4.3333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,1066.3,19002.0,19002.0,3,Europe/Brussels,False,1056749597
1769907,Kasterlee,Kasterlee,Casterle,51.25,4.95,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,240.3,18882.0,18882.0,3,Europe/Brussels,False,1056843375
1769908,Kalmthout,Kalmthout,Calmpthout,51.3833,4.4667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,301.5,18872.0,18872.0,3,Europe/Brussels,False,1056545149
1769909,Lede,Lede,,50.9667,3.9833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,627.4,18628.0,18628.0,3,Europe/Brussels,False,1056629611
1769910,Londerzeel,Londerzeel,,51.0,4.3,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,513.1,18620.0,18620.0,3,Europe/Brussels,False,1056504817
1769911,Boom,Boom,,51.0833,4.3667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,2510.8,18555.0,18555.0,2,Europe/Brussels,False,1056928401
1769912,Lessines,Lessines,Lessen,50.7167,3.8333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,256.6,18552.0,18552.0,3,Europe/Brussels,False,1056283764
1769913,Stabroek,Stabroek,Stabroeck,51.3333,4.3667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,910.3,18529.0,18529.0,3,Europe/Brussels,False,1056032515
1769914,Tessenderlo,Tessenderlo,Tessenderloo,51.0667,5.0833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,362.2,18514.0,18514.0,3,Europe/Brussels,False,1056426796
1769915,Haaltert,Haaltert,Haeltert,50.9,4.0,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,573.1,18443.0,18443.0,3,Europe/Brussels,False,1056802735
1769916,Walcourt,Walcourt,,50.25,4.4167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,171.5,18376.0,18376.0,3,Europe/Brussels,False,1056075775
1769917,Stekene,Stekene,,51.2,4.0333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,409.6,18352.0,18352.0,3,Europe/Brussels,False,1056000195
1769918,Sint-Genesius-Rode,Sint-Genesius-Rode,Rhode-Saint-Genèse,50.75,4.35,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,803.5,18296.0,18296.0,3,Europe/Brussels,False,1056326710
1769919,Beerse,Beerse,Beersse,51.3167,4.8667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,518.7,18128.0,18128.0,3,Europe/Brussels,False,1056431058
1769920,Destelbergen,Destelbergen,,51.05,3.8,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,610.6,18026.0,18026.0,3,Europe/Brussels,False,1056444494
1769921,Bredene,Bredene,Breedene,51.2333,2.9667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,1363.0,17828.0,17828.0,3,Europe/Brussels,False,1056554205
1769922,Fontaine-l’Évêque,Fontaine-l'Eveque,,50.4167,4.3167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,651.6,17801.0,17801.0,3,Europe/Brussels,False,1056623225
1769923,Visé,Vise,Wezet,50.7333,5.7,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,675.4,17767.0,17767.0,3,Europe/Brussels,False,1056336313
1769924,Herzele,Herzele,,50.8833,3.8833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,349.9,17723.0,17723.0,3,Europe/Brussels,False,1056826596
1769925,Duffel,Duffel,,51.1,4.5167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,947.4,17664.0,17664.0,3,Europe/Brussels,False,1056716373
1769926,Herve,Herve,,50.6333,5.8,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,389.3,17598.0,17598.0,3,Europe/Brussels,False,1056779487
1769927,Neder-Over-Heembeek,Neder-Over-Heembeek,Neder-Over-Hembeek,50.9,4.3833,Belgium,BE,BEL,Brussels-Capital Region,Brussels-Capital Region,BE-BRU,region,,3252.3,17595.0,17595.0,2,Europe/Brussels,False,1056378627
1769928,Putte,Putte,,51.05,4.6333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,511.2,17584.0,17584.0,3,Europe/Brussels,True,1056061719
1769929,Marche-en-Famenne,Marche-en-Famenne,Marche,50.2167,5.3333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,minor,153.5,17455.0,17455.0,3,Europe/Brussels,False,1056302403
1769930,Puurs,Puurs,Puers,51.0761,4.2803,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,522.4,17452.0,17452.0,3,Europe/Brussels,False,1056438332
1769931,Pont-à-Celles,Pont-a-Celles,,50.5,4.35,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,310.2,17287.0,17287.0,3,Europe/Brussels,False,1056160831
1769932,Mariakerke,Mariakerke,,51.0728,3.6761,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,3315.6,17241.0,17241.0,2,Europe/Brussels,False,1056784133
1769933,Neerpelt,Neerpelt,,51.2333,5.4333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,401.4,17174.0,17174.0,3,Europe/Brussels,False,1056445796
1769934,Péruwelz,Peruwelz,,50.5167,3.5833,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,348.6,17113.0,17113.0,3,Europe/Brussels,False,1056806547
1769935,Wondelgem,Wondelgem,Wendelghem,51.0889,3.7131,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,2909.3,16932.0,16932.0,2,Europe/Brussels,False,1056981406
1769936,Aubange,Aubange,,49.5667,5.805,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,371.2,16927.0,16927.0,3,Europe/Brussels,False,1056280555
1769937,Soumagne,Soumagne,,50.6167,5.75,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,627.6,16888.0,16888.0,3,Europe/Brussels,False,1056664546
1769938,Diksmuide,Diksmuide,Dixmuiden|Dixmuide|Dixmude,51.0333,2.865,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,minor,120.9,16739.0,16739.0,3,Europe/Brussels,False,1056661894
1769939,Dour,Dour,,50.3979,3.7807,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,501.7,16716.0,16716.0,3,Europe/Brussels,False,1056826139
1769940,Rotselaar,Rotselaar,Rotselaer,50.95,4.7167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,443.9,16678.0,16678.0,3,Europe/Brussels,False,1056082095
1769941,Riemst,Riemst,Riempst,50.8,5.6,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,287.9,16665.0,16665.0,3,Europe/Brussels,False,1056578404
1769942,Kruibeke,Kruibeke,Cruybeke,51.1667,4.3,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,433.0,16657.0,16657.0,3,Europe/Brussels,False,1056526528
1769943,Lille,Lille,,51.2333,4.8333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,277.8,16564.0,16564.0,3,Europe/Brussels,False,1056651207
1769944,Ledeberg,Ledeberg,,51.0375,3.7425,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,1743.0,16530.0,16530.0,3,Europe/Brussels,False,1056431680
1769945,Fléron,Fleron,,50.6167,5.6833,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,1202.3,16495.0,16495.0,3,Europe/Brussels,False,1056005769
1769946,Ciney,Ciney,,50.3,5.1,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,113.5,16439.0,16439.0,3,Europe/Brussels,False,1056079204
1769947,Hannut,Hannut,Hannuit,50.6667,5.0833,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,minor,194.7,16435.0,16435.0,3,Europe/Brussels,False,1056196454
1769948,Peer,Peer,,51.1333,5.4667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,178.1,16421.0,16421.0,3,Europe/Brussels,False,1056050741
1769949,Wemmel,Wemmel,,50.9078,4.3067,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,1870.4,16347.0,16347.0,3,Europe/Brussels,False,1056649043
1769950,Bree,Bree,,51.1333,5.6,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,263.4,16324.0,16324.0,3,Europe/Brussels,False,1056304554
1769951,Merchtem,Merchtem,,50.9667,4.2333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,440.3,16294.0,16294.0,3,Europe/Brussels,False,1056962343
1769952,Éghezée,Eghezee,,50.5833,4.9167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,169.1,16247.0,16247.0,3,Europe/Brussels,False,1056285363
1769953,Landen,Landen,,50.75,5.0833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,295.3,15961.0,15961.0,3,Europe/Brussels,False,1056582232
1769954,Gentbrugge,Gentbrugge,,51.0314,3.7642,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,2030.2,15957.0,15957.0,2,Europe/Brussels,False,1056464201
1769955,Bastogne,Bastogne,Bastenaken,50.0042,5.72,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,minor,92.4,15894.0,15894.0,3,Europe/Brussels,False,1056747497
1769956,Sint-Kruis,Sint-Kruis,Sainte-Croix,51.2139,3.2503,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,1155.8,15892.0,15892.0,3,Europe/Brussels,False,1056830939
1769957,Zulte,Zulte,,50.9167,3.4333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,561.1,15720.0,15720.0,3,Europe/Brussels,False,1056878448
1769958,Beernem,Beernem,,51.1333,3.3333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,214.8,15687.0,15687.0,3,Europe/Brussels,False,1056159118
1769959,Leopoldsburg,Leopoldsburg,Bourg-Léopold,51.1192,5.2608,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,633.7,15625.0,15625.0,3,Europe/Brussels,False,1056277308
1769960,Bissegem,Bissegem,Bisseghem,50.8167,3.2167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,882.6,15533.0,15533.0,3,Europe/Brussels,False,1056902569
1769961,Ternat,Ternat,Ternath,50.8667,4.1833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,690.0,15481.0,15481.0,3,Europe/Brussels,False,1056099349
1769962,Overpelt,Overpelt,,51.2167,5.4167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,378.9,15478.0,15478.0,3,Europe/Brussels,False,1056903151
1769963,Machelen,Machelen,,50.9167,4.4333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,1330.2,15417.0,15417.0,3,Europe/Brussels,False,1056477677
1769964,Dison,Dison,,50.6167,5.85,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,1028.8,15405.0,15405.0,3,Europe/Brussels,False,1056512338
1769965,Genappe,Genappe,Genepiën,50.6,4.45,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,163.8,15353.0,15353.0,3,Europe/Brussels,False,1056101881
1769966,Waremme,Waremme,Borgworm,50.6975,5.2556,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,minor,451.4,15168.0,15168.0,3,Europe/Brussels,False,1056180426
1769967,Rumst,Rumst,Rumpst,51.0833,4.4167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,759.5,15114.0,15114.0,3,Europe/Brussels,False,1056887516
1769968,Bonheiden,Bonheiden,Bonheyden,51.0333,4.5333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,452.0,15078.0,15078.0,3,Europe/Brussels,False,1056704706
1769969,Chapelle-lez-Herlaimont,Chapelle-lez-Herlaimont,,50.4667,4.2833,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,624.8,14900.0,14900.0,3,Europe/Brussels,False,1056800453
1769970,Ravels,Ravels,Raevels,51.3667,5.0,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,185.0,14871.0,14871.0,3,Europe/Brussels,False,1056915524
1769971,Berlare,Berlare,Berlaere,51.025,4.0025,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,392.6,14849.0,14849.0,3,Europe/Brussels,False,1056435659
1769972,Tremelo,Tremelo,Tremeloo,50.9833,4.7,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,738.4,14842.0,14842.0,3,Europe/Brussels,False,1056959552
1769973,Lummen,Lummen,,50.9833,5.2,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,280.3,14762.0,14762.0,3,Europe/Brussels,False,1056359094
1769974,Thuin,Thuin,,50.3333,4.2833,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,minor,173.8,14671.0,14671.0,3,Europe/Brussels,False,1056107614
1769975,Sprimont,Sprimont,,50.5,5.6667,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,208.6,14645.0,14645.0,3,Europe/Brussels,False,1056261345
1769976,Anzegem,Anzegem,Anseghem,50.8333,3.4667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,358.4,14609.0,14609.0,3,Europe/Brussels,False,1056104188
1769977,Herselt,Herselt,Hersselt,51.05,4.8833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,318.5,14521.0,14521.0,3,Europe/Brussels,False,1056803578
1769978,Buggenhout,Buggenhout,,51.0,4.2,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,584.0,14475.0,14475.0,3,Europe/Brussels,False,1056466298
1769979,Haacht,Haacht,Haecht,50.9833,4.6333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,567.0,14470.0,14470.0,3,Europe/Brussels,False,1056601741
1769980,Aartselaar,Aartselaar,Aertselaer,51.1333,4.3833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,1214.5,14427.0,14427.0,3,Europe/Brussels,False,1056119316
1769981,Lubbeek,Lubbeek,,50.8817,4.8414,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,312.0,14393.0,14393.0,3,Europe/Brussels,False,1056043837
1769982,Opwijk,Opwijk,Opwyck,50.9667,4.1833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,784.1,14378.0,14378.0,3,Europe/Brussels,False,1056667924
1769983,Amay,Amay,,50.55,5.3167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,518.1,14305.0,14305.0,3,Europe/Brussels,False,1056317273
1769984,Wingene,Wingene,Wynghene,51.05,3.2667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,215.1,14243.0,14243.0,3,Europe/Brussels,False,1056221494
1769985,Assenede,Assenede,,51.2333,3.75,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,158.5,14200.0,14200.0,3,Europe/Brussels,False,1056796526
1769986,Jodoigne,Jodoigne,Geldenaken,50.7167,4.8667,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,217.2,14079.0,14079.0,3,Europe/Brussels,False,1056984728
1769987,Oostakker,Oostakker,Oostacker,51.1003,3.7633,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,1344.2,14074.0,14074.0,3,Europe/Brussels,False,1056882866
1769988,Beloeil,Beloeil,,50.5333,3.7167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,265.7,14032.0,14032.0,3,Europe/Brussels,False,1056697952
1769989,Wezembeek-Oppem,Wezembeek-Oppem,Wesembeek,50.85,4.4833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,2284.1,14021.0,14021.0,2,Europe/Brussels,False,1056614570
1769990,Oud-Turnhout,Oud-Turnhout,Vieux-Turnhout,51.3167,4.9833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,338.7,13977.0,13977.0,3,Europe/Brussels,False,1056409500
1769991,Ichtegem,Ichtegem,Ichteghem,51.0928,3.0106,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,311.5,13939.0,13939.0,3,Europe/Brussels,False,1056000402
1769992,Jabbeke,Jabbeke,,51.15,3.2333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,284.7,13880.0,13880.0,3,Europe/Brussels,True,1056724213
1769993,Couvin,Couvin,,50.05,4.4833,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,66.6,13782.0,13782.0,3,Europe/Brussels,False,1056064147
1769994,Enghien,Enghien,Edingen,50.6956,4.0411,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,minor,394.2,13734.0,13734.0,3,Europe/Brussels,False,1056884890
1769995,Kraainem,Kraainem,Crainhem,50.8667,4.4667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,2360.3,13690.0,13690.0,2,Europe/Brussels,False,1056363403
1769996,Wanze,Wanze,,50.5333,5.2167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,308.9,13576.0,13576.0,3,Europe/Brussels,False,1056151767
1769997,Oosterzele,Oosterzele,Oosterzeele,50.95,3.8,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,314.1,13546.0,13546.0,3,Europe/Brussels,False,1056179626
1769998,Dinant,Dinant,,50.2667,4.9167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,minor,153.3,13544.0,13544.0,3,Europe/Brussels,False,1056337712
1769999,Boechout,Boechout,Bouchout,51.15,4.4833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,591.0,13372.0,13372.0,3,Europe/Brussels,False,1056225265
1770000,Grez-Doiceau,Grez-Doiceau,Graven,50.7333,4.7,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,241.1,13368.0,13368.0,3,Europe/Brussels,False,1056606953
1770001,Kuurne,Kuurne,Cuerne,50.85,3.2833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,1330.5,13318.0,13318.0,3,Europe/Brussels,False,1056459162
1770002,Arendonk,Arendonk,Arendonck,51.3167,5.0833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,283.4,13290.0,13290.0,3,Europe/Brussels,False,1056153119
1770003,Blegny,Blegny,,50.6667,5.7333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,506.8,13212.0,13212.0,3,Europe/Brussels,False,1056021214
1770004,Liedekerke,Liedekerke,,50.8667,4.0833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,1308.3,13188.0,13188.0,3,Europe/Brussels,False,1056222350
1770005,Bocholt,Bocholt,,51.1667,5.5833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,223.0,13085.0,13085.0,3,Europe/Brussels,False,1056755409
1770006,Drongen,Drongen,Tronchiennes,51.0503,3.6628,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,475.3,13038.0,13038.0,3,Europe/Brussels,False,1056322707
1770007,Mettet,Mettet,,50.3167,4.6667,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,114.1,13037.0,13037.0,3,Europe/Brussels,False,1056136798
1770008,Zandhoven,Zandhoven,Santhoven,51.2167,4.65,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,291.9,12985.0,12985.0,3,Europe/Brussels,False,1056347611
1770009,Sint-Gillis-bij-Dendermonde,Sint-Gillis-bij-Dendermonde,Saint-Gilles-lez-Termonde|Sint Gillis,51.0189,4.1058,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,1181.0,12920.0,12920.0,3,Europe/Brussels,False,1056239926
1770010,Wommelgem,Wommelgem,Wommelghem,51.2,4.5167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,1538.8,12893.0,12893.0,3,Europe/Brussels,False,1056798866
1770011,Esneux,Esneux,,50.5333,5.5667,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,378.5,12889.0,12889.0,3,Europe/Brussels,False,1056729004
1770012,Gavere,Gavere,,50.9333,3.6667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,354.0,12769.0,12769.0,3,Europe/Brussels,False,1056307465
1770013,Keerbergen,Keerbergen,,51.0,4.6167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,692.9,12743.0,12743.0,3,Europe/Brussels,False,1056257778
1770014,Zelzate,Zelzate,Selzaete|Selzaet,51.2,3.8167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,926.3,12699.0,12699.0,3,Europe/Brussels,False,1056552955
1770015,Herk-de-Stad,Herk-de-Stad,Herck-la-Ville,50.9333,5.1667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,295.6,12661.0,12661.0,3,Europe/Brussels,False,1056088942
1770016,Gerpinnes,Gerpinnes,,50.3333,4.5167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,268.8,12660.0,12660.0,3,Europe/Brussels,False,1056491300
1770017,Malmédy,Malmedy,,50.4167,6.0167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,137.9,12654.0,12654.0,3,Europe/Brussels,False,1056228315
1770018,De Haan,De Haan,Le Coq|Den Haan,51.2667,3.0333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,299.6,12635.0,12635.0,3,Europe/Brussels,True,1056930293
1770019,Kortemark,Kortemark,Cortemarck,51.0333,3.0333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,221.1,12584.0,12584.0,3,Europe/Brussels,False,1056621981
1770020,Olen,Olen,Oolen,51.15,4.85,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,543.0,12560.0,12560.0,3,Europe/Brussels,False,1056909759
1770021,Rochefort,Rochefort,Notre-Dame-de-Foy-de-Rochefort,50.1667,5.2167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,73.5,12554.0,12554.0,3,Europe/Brussels,False,1056032806
1770022,Laarne,Laarne,Laerne,51.0167,3.85,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,457.0,12487.0,12487.0,3,Europe/Brussels,False,1056466372
1770023,Zonnebeke,Zonnebeke,,50.8667,2.9833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,181.9,12445.0,12445.0,3,Europe/Brussels,False,1056453121
