,city,city_ascii,city_alt,lat,lng,country,iso2,iso3,admin_name,admin_name_ascii,admin_code,admin_type,capital,density,population,population_proper,ranking,timezone,same_name,id
1770423,Wortel,Wortel,,51.3978,4.7958,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,136.2,1844.0,1844.0,4,Europe/Brussels,False,1056056499
1770424,Grotenberge,Grotenberge,Grootenberge,50.8722,3.8325,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,361.9,1835.0,1835.0,3,Europe/Brussels,False,1056153896
1770425,Klerken,Klerken,Clercken,51.0,2.9,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,246.0,1831.0,1831.0,3,Europe/Brussels,False,1056655641
1770426,Martelange,Martelange,Martelarge|Nartelange,49.8333,5.7333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,68.9,1820.0,1820.0,4,Europe/Brussels,False,1056467874
1770427,Liezele,Liezele,,51.0596,4.2808,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,277.6,1807.0,1807.0,3,Europe/Brussels,False,1056946901
1770428,Leeuwergem,Leeuwergem,,50.8833,3.8167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,713.3,1776.0,1776.0,3,Europe/Brussels,False,1056127748
1770429,Zevergem,Zevergem,Seevergem|Zeevergem,50.979,3.6933,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,201.0,1763.0,1763.0,3,Europe/Brussels,False,1056472596
1770430,Huise,Huise,Huysse,50.8992,3.5897,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,176.5,1761.0,1761.0,4,Europe/Brussels,False,1056218368
1770431,Watervliet,Watervliet,,51.2751,3.6254,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,80.7,1703.0,1703.0,3,Europe/Brussels,False,1056550591
1770432,Opbrakel,Opbrakel,,50.7925,3.7481,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,188.6,1648.0,1648.0,4,Europe/Brussels,False,1056756555
1770433,Erondegem,Erondegem,,50.9333,3.95,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,513.0,1628.0,1628.0,3,Europe/Brussels,False,1056401681
1770434,Herbeumont,Herbeumont,,49.7808,5.2375,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,27.7,1627.0,1627.0,3,Europe/Brussels,False,1056245476
1770435,Ouwegem,Ouwegem,Auwegem,50.9119,3.5969,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,262.4,1619.0,1619.0,3,Europe/Brussels,False,1056715099
1770436,Bambrugge,Bambrugge,,50.9197,3.9289,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,545.0,1575.0,1575.0,3,Europe/Brussels,False,1056487199
1770437,Kluizen,Kluizen,Cluysen,51.1542,3.7298,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,267.9,1570.0,1570.0,3,Europe/Brussels,False,1056048332
1770438,Sint-Agatha-Rode,Sint-Agatha-Rode,Rhode-Sainte-Agathe,50.7833,4.6333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,211.9,1532.0,1532.0,3,Europe/Brussels,False,1056497586
1770439,Dave,Dave,,50.4,4.8833,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,133.3,1504.0,1504.0,3,Europe/Brussels,False,1056713935
1770440,Vosselare,Vosselare,Vosselaere,51.0264,3.555,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,236.4,1468.0,1468.0,3,Europe/Brussels,False,1056987312
1770441,Bavegem,Bavegem,Baevegem,50.9439,3.8653,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,380.8,1447.0,1447.0,3,Europe/Brussels,False,1056378419
1770442,Melsen,Melsen,,50.9667,3.7,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,377.5,1442.0,1442.0,3,Europe/Brussels,False,1056286134
1770443,Daverdisse,Daverdisse,,50.0167,5.1167,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,24.9,1407.0,1407.0,3,Europe/Brussels,False,1056856533
1770444,Reningelst,Reningelst,Reninghelst,50.8167,2.75,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,92.4,1405.0,1405.0,4,Europe/Brussels,False,1056117727
1770445,Alden Eik,Alden Eik,Alden-Eyck|Alden-Eijck|Abdeneyk,51.1028,5.8053,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,291.3,1401.0,1401.0,3,Europe/Brussels,False,1056652030
1770446,Proven,Proven,,50.8903,2.6575,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,106.4,1394.0,1394.0,4,Europe/Brussels,False,1056802925
1770447,Woesten,Woesten,,50.9,2.7833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,221.0,1385.0,1385.0,3,Europe/Brussels,False,1056000026
1770448,Klein Sinaai,Klein Sinaai,Klein Sinay|Kleine Sinay,51.1802,3.9879,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,293.8,1381.0,1381.0,3,Europe/Brussels,False,1056565370
1770449,Rijkhoven,Rijkhoven,Ryckhoven,50.8333,5.5167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,290.9,1370.0,1370.0,3,Europe/Brussels,False,1056625476
1770450,Deftinge,Deftinge,,50.7833,3.8333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,246.4,1338.0,1338.0,3,Europe/Brussels,False,1056859699
1770451,Godveerdegem,Godveerdegem,Godverdegem,50.8667,3.8167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,394.3,1317.0,1317.0,3,Europe/Brussels,False,1056029287
1770452,Koewacht,Koewacht,,51.2267,3.9731,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,134.8,1315.0,1315.0,3,Europe/Brussels,False,1056626729
1770453,Malsem,Malsem,,51.0522,3.6947,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,267.3,1300.0,1300.0,3,Europe/Brussels,False,1056176446
1770454,Donk,Donk,Donck,51.1783,5.0881,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,372.5,1300.0,1300.0,3,Europe/Brussels,True,1056027546
1770455,Keiem,Keiem,Keyem,51.0833,2.8833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,100.0,1298.0,1298.0,4,Europe/Brussels,False,1056747765
1770456,Welden,Welden,,50.8758,3.6546,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,202.2,1266.0,1266.0,3,Europe/Brussels,False,1056894449
1770457,Vladslo,Vladslo,Vladsloo,51.0458,2.9167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,71.0,1239.0,1239.0,4,Europe/Brussels,False,1056509982
1770458,Sint-Kruis-Winkel,Sint-Kruis-Winkel,Winkel-Sainte-Croix,51.1542,3.8264,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,103.5,1220.0,1220.0,4,Europe/Brussels,False,1056928493
1770459,Vinderhoute,Vinderhoute,Vindorbaute|Vinderhaute,51.0872,3.64,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,324.5,1191.0,1191.0,3,Europe/Brussels,False,1056181249
1770460,Lo,Lo,Loo,50.9803,2.7483,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,75.0,1173.0,1173.0,4,Europe/Brussels,True,1056478284
1770461,Kanne,Kanne,Canne,50.8136,5.6742,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,320.1,1162.0,1162.0,3,Europe/Brussels,False,1056806315
1770462,Michelbeke,Michelbeke,,50.833,3.7635,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,282.0,1156.0,1156.0,3,Europe/Brussels,False,1056931389
1770463,Elst,Elst,,50.83,3.739,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,221.5,1143.0,1143.0,3,Europe/Brussels,True,1056713269
1770464,Lippelo,Lippelo,Lippeloo,51.0421,4.2585,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,271.6,1138.0,1138.0,3,Europe/Brussels,False,1056630286
1770465,Geistingen,Geistingen,Geystingen,51.134,5.808,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,222.5,1088.0,1088.0,3,Europe/Brussels,False,1056414735
1770466,Leke,Leke,,51.1,2.9,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,100.0,1078.0,1078.0,4,Europe/Brussels,False,1056660307
1770467,Mesen,Mesen,Messines|Meesen,50.7667,2.9,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,296.6,1062.0,1062.0,3,Europe/Brussels,False,1056977623
1770468,Overslag,Overslag,,51.2008,3.8897,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,166.4,1055.0,1055.0,4,Europe/Brussels,False,1056190069
1770469,Beerst,Beerst,,51.0667,2.8833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,89.0,1036.0,1036.0,4,Europe/Brussels,False,1056422227
1770470,Bovekerke,Bovekerke,,51.05,2.95,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,185.0,1000.0,1000.0,4,Europe/Brussels,False,1056328900
1770471,Marche-les-Dames,Marche-les-Dames,,50.485,4.96,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,145.6,1000.0,1000.0,3,Europe/Brussels,False,1056539536
1770472,Maarke-Kerkem,Maarke-Kerkem,Maercke-Kerkhem,50.9667,3.75,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,104.3,968.0,968.0,4,Europe/Brussels,False,1056444181
1770473,Mesvin,Mesvin,,50.4283,3.9606,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,423.1,952.0,952.0,3,Europe/Brussels,False,1056998618
1770474,Zegelsem,Zegelsem,Segelsem,50.82,3.7175,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,104.3,946.0,946.0,4,Europe/Brussels,False,1056449542
1770475,Spiennes,Spiennes,,50.4192,3.9439,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,174.8,942.0,942.0,3,Europe/Brussels,False,1056733358
1770476,Melden,Melden,,50.8167,3.5667,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,98.4,938.0,938.0,4,Europe/Brussels,False,1056600758
1770477,Sint-Goriks-Oudenhove,Sint-Goriks-Oudenhove,Sint Goriks-Oudehove|Audenhove-Saint-Gery,50.85,3.7833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,166.7,937.0,937.0,4,Europe/Brussels,False,1056711954
1770478,Hille,Hille,,51.0481,3.2258,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,215.1,933.0,933.0,3,Europe/Brussels,False,1056000073
1770479,Desteldonk,Desteldonk,Desteldonck,51.1219,3.7811,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,161.3,921.0,921.0,4,Europe/Brussels,False,1056563164
1770480,Moelingen,Moelingen,Mouland,50.7572,5.7119,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,67.1,896.0,896.0,3,Europe/Brussels,False,1056422320
1770481,Pervijze,Pervijze,Pervyse,51.0833,2.7833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,72.0,883.0,883.0,4,Europe/Brussels,False,1056416737
1770482,Vaux-sur-Sûre,Vaux-sur-Sure,,49.9103,5.5657,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,46.3,868.0,868.0,4,Europe/Brussels,False,1056588872
1770483,Rutten,Rutten,Russon,50.7475,5.4428,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,77.1,838.0,838.0,4,Europe/Brussels,False,1056769715
1770484,Harmignies,Harmignies,,50.4078,4.0178,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,75.1,835.0,835.0,3,Europe/Brussels,False,1056448907
1770485,Korbeek-Dijle,Korbeek-Dijle,Corbeek-Dyle,50.8375,4.6417,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,327.2,819.0,819.0,3,Europe/Brussels,False,1056545853
1770486,Sibret,Sibret,,49.9691,5.6354,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,46.3,805.0,805.0,4,Europe/Brussels,False,1056972192
1770487,Kaster,Kaster,Caster,50.8131,3.4939,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,196.8,803.0,803.0,3,Europe/Brussels,False,1056587016
1770488,Afsnee,Afsnee,Afsné,51.0308,3.6683,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,202.0,798.0,798.0,3,Europe/Brussels,False,1056413995
1770489,Kooigem,Kooigem,Coyghem,50.7397,3.3314,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,165.5,791.0,791.0,3,Europe/Brussels,False,1056854411
1770490,Daknam,Daknam,Dacknam,51.1261,3.9806,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,198.0,790.0,790.0,4,Europe/Brussels,False,1056287989
1770491,Leisele,Leisele,Leysele,50.9847,2.6222,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,50.3,774.0,774.0,4,Europe/Brussels,False,1056310107
1770492,Ciply,Ciply,,50.4192,3.9439,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,310.9,740.0,740.0,3,Europe/Brussels,False,1056960974
1770493,Clermont,Clermont,Clermont-sous-Huy,50.5673,5.3921,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,206.2,710.0,710.0,3,Europe/Brussels,False,1056288892
1770494,Heindonk,Heindonk,Heyndonck,51.0667,4.4069,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,190.2,700.0,700.0,4,Europe/Brussels,False,1056699302
1770495,Houtem,Houtem,Houthem,51.0092,2.6083,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,25.1,688.0,688.0,4,Europe/Brussels,True,1056344984
1770496,Zwankendamme,Zwankendamme,,51.3092,3.1967,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,894.2,680.0,680.0,3,Europe/Brussels,False,1056875889
1770497,Longeau,Longeau,,49.5786,5.8333,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,188.6,673.0,673.0,3,Europe/Brussels,False,1056268104
1770498,Wulpen,Wulpen,,51.0996,2.6991,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,54.3,672.0,672.0,4,Europe/Brussels,False,1056615996
1770499,Parike,Parike,Paricke,50.7848,3.7971,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,192.0,668.0,668.0,4,Europe/Brussels,False,1056274381
1770500,Villers-Saint-Ghislain,Villers-Saint-Ghislain,,50.4311,4.0389,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,249.0,655.0,655.0,3,Europe/Brussels,False,1056974548
1770501,Kerkom-bij-Sint-Truiden,Kerkom-bij-Sint-Truiden,Kerckom-bij-Sint-Truiden|Kerckom|Kerkom,50.7729,5.1804,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,132.3,611.0,611.0,4,Europe/Brussels,False,1056623324
1770502,Middelburg,Middelburg,Middelbourg,51.255,3.4161,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,103.6,607.0,607.0,3,Europe/Brussels,False,1056132274
1770503,Oostkerke,Oostkerke,,51.2778,3.2939,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,117.9,600.0,600.0,4,Europe/Brussels,True,1056418263
1770504,Baaigem,Baaigem,Baeygem,50.9331,3.7181,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,156.5,598.0,598.0,4,Europe/Brussels,False,1056838453
1770505,Loker,Loker,Locre,50.7814,2.7736,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,84.1,572.0,572.0,4,Europe/Brussels,False,1056009410
1770506,Papegem,Papegem,Paapegem,50.9539,3.9311,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,841.0,513.0,513.0,3,Europe/Brussels,False,1056362419
1770507,Ottergem,Ottergem,,50.9333,3.95,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,322.0,500.0,500.0,3,Europe/Brussels,False,1056698422
1770508,Robelmont,Robelmont,,49.5833,5.5,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,62.2,480.0,480.0,3,Europe/Brussels,False,1056604977
1770509,Zondereigen,Zondereigen,Zondereygen,51.4067,4.8931,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,97.8,478.0,478.0,3,Europe/Brussels,False,1056626379
1770510,Zandvoorde,Zandvoorde,,50.8128,2.9811,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,71.0,474.0,474.0,4,Europe/Brussels,True,1056087311
1770511,Harveng,Harveng,Harvang,50.395,3.9869,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,70.8,473.0,473.0,3,Europe/Brussels,False,1056117716
1770512,Weert,Weert,,51.1023,4.19,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,91.5,462.0,462.0,3,Europe/Brussels,True,1056838983
1770513,Louise Marie,Louise Marie,Louisa-Maria,50.7717,3.6444,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,135.3,445.0,445.0,4,Europe/Brussels,False,1056760680
1770514,Moregem,Moregem,Mooregem,50.8503,3.5606,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,101.7,419.0,419.0,4,Europe/Brussels,False,1056817079
1770515,Morhet,Morhet,,49.9622,5.5843,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,45.5,418.0,418.0,4,Europe/Brussels,False,1056883345
1770516,Rekem,Rekem,Reckheim,50.925,5.7072,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,462.3,415.0,415.0,3,Europe/Brussels,False,1056815296
1770517,Beerlegem,Beerlegem,Beirlegem,50.9055,3.7167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,176.0,403.0,403.0,4,Europe/Brussels,False,1056493770
1770518,Hemelveerdegem,Hemelveerdegem,Hemelverdegem,50.8,3.85,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,136.8,383.0,383.0,3,Europe/Brussels,False,1056402418
1770519,Bercheux,Bercheux,,49.9008,5.5364,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,46.3,377.0,377.0,4,Europe/Brussels,False,1056481889
1770520,Diets-Heur,Diets-Heur,Dietsch-Heur|Heur-le-Tiexhe,50.75,5.4833,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,91.4,362.0,362.0,4,Europe/Brussels,False,1056784340
1770521,Hoogstade,Hoogstade,,50.9792,2.6917,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,62.9,352.0,352.0,4,Europe/Brussels,False,1056558132
1770522,Wulveringem,Wulveringem,Wulveringhem,51.0142,2.6539,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,115.4,336.0,336.0,4,Europe/Brussels,False,1056811096
1770523,Juseret,Juseret,,49.8803,5.5489,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,46.3,327.0,327.0,4,Europe/Brussels,False,1056388431
1770524,Nouvelles,Nouvelles,,50.41,3.9689,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,116.7,314.0,314.0,3,Europe/Brussels,False,1056342889
1770525,Weert,Weert,,50.8283,5.5363,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,351.1,309.0,309.0,3,Europe/Brussels,True,1056618643
1770526,Zande,Zande,Zandvlakte|De Vlakte,51.12,2.9217,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,57.0,302.0,302.0,4,Europe/Brussels,True,1056722065
1770527,Vlekkem,Vlekkem,Vleckem,50.9333,3.9333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,240.0,292.0,292.0,3,Europe/Brussels,False,1056896429
1770528,Wulvergem,Wulvergem,Wulverghem,50.76,2.8528,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,75.4,260.0,260.0,3,Europe/Brussels,False,1056413289
1770529,Mendonk,Mendonk,Mendonck,51.1467,3.8214,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,36.6,230.0,230.0,4,Europe/Brussels,False,1056447593
1770530,Assenois,Assenois,,49.966,5.68,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,46.3,213.0,213.0,4,Europe/Brussels,True,1056699430
1770531,Kortsele,Kortsele,Korsele|Cortseele,50.8301,3.6296,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,142.1,199.0,199.0,4,Europe/Brussels,False,1056877921
1770532,Foy,Foy,,50.05,5.75,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,91.8,192.0,192.0,3,Europe/Brussels,False,1056151315
1770533,Remichampagne,Remichampagne,Reminchampagne,49.935,5.6418,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,46.3,180.0,180.0,4,Europe/Brussels,False,1056560466
1770534,Stuivekenskerke,Stuivekenskerke,Stuyvekenskerke,51.0833,2.8167,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,0.2,160.0,160.0,4,Europe/Brussels,False,1056589065
1770535,Oudekapelle,Oudekapelle,Oudecappelle,51.0167,2.8,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,23.0,152.0,152.0,4,Europe/Brussels,False,1056797116
1770536,Sosoye,Sosoye,,50.2833,4.7667,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,114.4,151.0,151.0,3,Europe/Brussels,False,1056503224
1770537,Chenogne,Chenogne,,49.992,5.618,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,46.3,142.0,142.0,3,Europe/Brussels,False,1056769725
1770538,Nives,Nives,,49.9129,5.602,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,46.3,134.0,134.0,4,Europe/Brussels,False,1056077365
1770539,Doel,Doel,,51.3099,4.2637,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,4.3,110.0,110.0,3,Europe/Brussels,False,1056000030
1770540,Salvacourt,Salvacourt,,49.954,5.694,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,46.3,106.0,106.0,4,Europe/Brussels,False,1056990723
1770541,Villeroux,Villeroux,,49.9793,5.6541,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,46.3,102.0,102.0,4,Europe/Brussels,True,1056442827
1770542,Hompré,Hompre,,49.9442,5.6833,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,46.3,101.0,101.0,4,Europe/Brussels,False,1056653602
1770543,Lescheret,Lescheret,Lescherat,49.8761,5.5672,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,46.3,98.0,98.0,3,Europe/Brussels,False,1056353246
1770544,Remoiville,Remoiville,,49.9156,5.6371,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,46.3,96.0,96.0,4,Europe/Brussels,False,1056029578
1770545,Herstappe,Herstappe,,50.7333,5.4333,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,20.1,88.0,88.0,3,Europe/Brussels,False,1056810848
1770546,Mande Sainte-Marie,Mande Sainte-Marie,,49.9841,5.6128,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,46.3,74.0,74.0,4,Europe/Brussels,False,1056078796
1770547,Grandrue,Grandrue,Grandru,49.9281,5.6697,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,46.3,74.0,74.0,4,Europe/Brussels,False,1056720654
1770548,Remience,Remience,Remiens,49.9487,5.5675,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,46.3,61.0,61.0,4,Europe/Brussels,False,1056966122
1770549,Jodenville,Jodenville,,49.9686,5.6126,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,46.3,59.0,59.0,4,Europe/Brussels,False,1056316049
1770550,Sure,Sure,,49.9054,5.5962,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,46.3,51.0,51.0,4,Europe/Brussels,False,1056714430
1770551,Clochimont,Clochimont,,49.9524,5.6685,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,46.3,47.0,47.0,4,Europe/Brussels,False,1056925987
1770552,Lavaselle,Lavaselle,,49.9861,5.5934,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,26.0,42.0,42.0,4,Europe/Brussels,False,1056313725
1770553,Zalfen,Zalfen,Zalphen,51.275,4.7415,Belgium,BE,BEL,Flanders,Flanders,BE-VLG,region,,3.5,38.0,38.0,5,Europe/Brussels,False,1056546736
1770554,Chaumont,Chaumont,,49.9205,5.6722,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,46.3,34.0,34.0,4,Europe/Brussels,True,1056855567
1770555,Belle Eau,Belle Eau,,49.9519,5.6161,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,46.3,32.0,32.0,4,Europe/Brussels,False,1056145310
1770556,Oberhausen,Oberhausen,,50.1572,6.1399,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,39.5,27.0,27.0,4,Europe/Brussels,False,1056467055
1770557,Rhisnes,Rhisnes,,50.4911,4.7981,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,35.8,24.0,24.0,3,Europe/Brussels,False,1056705298
1770558,Losange,Losange,,49.9458,5.7093,Belgium,BE,BEL,Wallonia,Wallonia,BE-WAL,region,,91.8,19.0,19.0,4,Europe/Brussels,False,1056332907
